Datum von;Datum bis;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Netzlast [MWh] Berechnete Auflösungen;Deutschland/Luxemburg [€/MWh] Originalauflösungen
16.06.2025 09:00;16.06.2025 10:00;8.277,50;24.148,75;2.414,00;58.426,50;84,49
16.06.2025 10:00;16.06.2025 11:00;8.529,25;31.217,00;1.865,25;58.820,50;60,28
16.06.2025 11:00;16.06.2025 12:00;9.081,00;34.912,25;1.775,50;59.248,25;14,02
16.06.2025 12:00;16.06.2025 13:00;10.044,25;35.138,00;1.724,00;58.816,75;1,62
16.06.2025 13:00;16.06.2025 14:00;10.589,00;34.404,25;1.798,75;58.465,75;0,07
16.06.2025 14:00;16.06.2025 15:00;10.511,00;33.370,00;1.834,00;57.253,50;0,00
16.06.2025 15:00;16.06.2025 16:00;10.453,75;31.565,25;1.900,75;56.605,00;0,00
16.06.2025 16:00;16.06.2025 17:00;10.118,25;28.183,00;1.919,25;55.495,00;13,61
16.06.2025 17:00;16.06.2025 18:00;9.125,75;22.529,75;2.188,50;55.501,75;70,00
16.06.2025 18:00;16.06.2025 19:00;8.175,75;15.209,25;3.640,50;55.796,50;89,24
16.06.2025 19:00;16.06.2025 20:00;6.938,75;7.866,00;5.551,25;56.138,75;116,00
16.06.2025 20:00;16.06.2025 21:00;5.635,50;2.748,50;6.374,75;54.883,50;186,10
16.06.2025 21:00;16.06.2025 22:00;5.326,25;229,25;6.622,50;52.875,75;190,00
16.06.2025 22:00;16.06.2025 23:00;5.351,00;2,50;6.809,50;50.420,50;129,18
16.06.2025 23:00;17.06.2025 00:00;5.945,00;0,00;6.056,00;47.655,25;106,90
16.07.2024 00:00;16.07.2024 01:00;16.013,50;4,00;4.024,00;44.066,00;76,59
16.07.2024 01:00;16.07.2024 02:00;16.424,50;2,25;3.002,25;42.364,75;63,77
16.07.2024 02:00;16.07.2024 03:00;15.964,50;3,25;2.993,25;41.495,00;52,49
16.07.2024 03:00;16.07.2024 04:00;15.583,75;2,50;3.101,25;42.024,75;36,82
16.07.2024 04:00;16.07.2024 05:00;14.316,75;4,00;3.064,75;42.739,25;38,16
16.07.2024 05:00;16.07.2024 06:00;13.980,75;118,25;3.373,50;45.792,00;50,32
16.07.2024 06:00;16.07.2024 07:00;13.247,00;1.437,00;3.513,25;52.678,50;80,35
16.07.2024 07:00;16.07.2024 08:00;11.761,25;4.771,25;3.764,25;56.698,25;90,95
16.07.2024 08:00;16.07.2024 09:00;11.424,50;9.946,25;3.712,25;60.302,00;84,31
16.07.2024 09:00;16.07.2024 10:00;11.961,50;16.446,25;3.475,00;60.180,00;62,77
16.07.2024 10:00;16.07.2024 11:00;12.339,25;22.832,75;2.375,00;61.013,50;21,49
16.07.2024 11:00;16.07.2024 12:00;13.325,75;27.854,50;2.239,75;61.090,50;0,06
16.07.2024 12:00;16.07.2024 13:00;14.370,75;30.715,00;2.118,25;60.432,75;-8,03
16.07.2024 13:00;16.07.2024 14:00;14.929,75;32.599,25;2.036,25;59.049,50;-11,03
16.07.2024 14:00;16.07.2024 15:00;15.489,75;32.616,75;2.058,25;57.428,25;-11,48
16.07.2024 15:00;16.07.2024 16:00;16.024,00;29.634,75;2.062,00;57.386,50;-11,14
16.07.2024 16:00;16.07.2024 17:00;16.038,25;25.495,50;2.234,75;56.808,00;-2,30
16.07.2024 17:00;16.07.2024 18:00;16.388,50;19.762,25;2.633,75;56.286,00;22,12
16.07.2024 18:00;16.07.2024 19:00;15.352,25;12.609,75;4.252,00;56.146,50;63,02
16.07.2024 19:00;16.07.2024 20:00;13.090,75;6.045,75;6.024,75;55.765,00;81,99
16.07.2024 20:00;16.07.2024 21:00;11.409,75;1.692,25;6.942,50;53.338,25;121,60
16.07.2024 21:00;16.07.2024 22:00;11.494,00;99,50;6.773,50;51.053,00;114,28
16.07.2024 22:00;16.07.2024 23:00;12.266,25;10,50;6.319,75;48.566,25;105,81
16.07.2024 23:00;17.07.2024 00:00;13.066,75;4,50;5.276,00;45.635,00;84,31
16.08.2024 00:00;16.08.2024 01:00;6.667,75;7,00;6.004,50;43.560,75;108,97
16.08.2024 01:00;16.08.2024 02:00;6.501,50;7,75;4.994,25;42.315,25;86,78
16.08.2024 02:00;16.08.2024 03:00;6.715,75;4,75;4.913,00;41.876,00;85,58
16.08.2024 03:00;16.08.2024 04:00;6.628,25;3,75;4.490,00;41.847,00;85,83
16.08.2024 04:00;16.08.2024 05:00;6.228,00;5,75;4.459,75;42.004,50;87,76
16.08.2024 05:00;16.08.2024 06:00;6.401,75;9,75;5.081,50;44.559,00;92,05
16.08.2024 06:00;16.08.2024 07:00;7.532,00;737,00;5.456,25;49.824,25;128,42
16.08.2024 07:00;16.08.2024 08:00;7.569,50;5.362,75;5.440,75;54.230,50;134,91
16.08.2024 08:00;16.08.2024 09:00;6.868,00;13.793,75;4.882,75;57.458,75;124,83
16.08.2024 09:00;16.08.2024 10:00;6.960,75;23.097,25;3.060,00;58.839,25;100,95
16.08.2024 10:00;16.08.2024 11:00;8.980,25;30.424,50;2.566,50;58.752,25;76,15
16.08.2024 11:00;16.08.2024 12:00;11.079,00;34.133,00;2.445,50;59.643,25;59,83
16.08.2024 12:00;16.08.2024 13:00;11.441,75;34.749,00;2.440,00;58.367,00;50,68
16.08.2024 13:00;16.08.2024 14:00;10.807,50;34.141,25;2.397,75;56.973,50;49,93
16.08.2024 14:00;16.08.2024 15:00;10.008,50;32.284,00;2.434,25;55.620,00;47,57
16.08.2024 15:00;16.08.2024 16:00;8.470,25;29.084,25;2.534,50;54.706,50;55,16
16.08.2024 16:00;16.08.2024 17:00;6.836,50;24.178,50;3.299,50;54.204,75;82,67
16.08.2024 17:00;16.08.2024 18:00;5.493,50;17.033,25;6.120,25;54.501,25;103,76
16.08.2024 18:00;16.08.2024 19:00;4.431,25;9.139,25;8.632,00;54.526,50;134,92
16.08.2024 19:00;16.08.2024 20:00;3.362,00;2.887,25;9.708,25;53.638,25;230,52
16.08.2024 20:00;16.08.2024 21:00;2.374,50;248,50;10.019,75;51.950,50;243,12
16.08.2024 21:00;16.08.2024 22:00;1.478,50;16,25;9.881,00;50.322,75;171,83
16.08.2024 22:00;16.08.2024 23:00;1.297,50;5,50;9.775,50;46.990,50;134,54
16.08.2024 23:00;17.08.2024 00:00;1.247,75;4,50;9.596,25;44.020,75;116,17
16.09.2024 00:00;16.09.2024 01:00;6.725,00;6,25;3.244,25;39.747,50;92,99
16.09.2024 01:00;16.09.2024 02:00;6.253,25;4,50;3.186,50;38.926,00;88,14
16.09.2024 02:00;16.09.2024 03:00;6.266,25;3,50;3.186,25;38.347,50;87,26
16.09.2024 03:00;16.09.2024 04:00;7.044,50;3,00;3.254,00;38.894,25;84,93
16.09.2024 04:00;16.09.2024 05:00;7.817,00;4,75;3.592,75;40.251,50;84,34
16.09.2024 05:00;16.09.2024 06:00;8.466,75;3,50;4.620,00;43.955,00;88,31
16.09.2024 06:00;16.09.2024 07:00;9.285,25;8,75;6.084,50;52.036,50;110,97
16.09.2024 07:00;16.09.2024 08:00;10.128,00;390,00;6.857,25;57.380,00;130,00
16.09.2024 08:00;16.09.2024 09:00;10.714,50;2.262,75;6.999,50;61.156,75;146,06
16.09.2024 09:00;16.09.2024 10:00;10.276,75;5.226,50;6.911,75;62.289,50;126,40
16.09.2024 10:00;16.09.2024 11:00;9.741,00;8.315,00;6.653,75;62.613,25;112,63
16.09.2024 11:00;16.09.2024 12:00;9.659,50;10.830,50;6.317,25;62.930,00;105,02
16.09.2024 12:00;16.09.2024 13:00;9.958,75;12.243,00;6.096,25;62.585,75;96,02
16.09.2024 13:00;16.09.2024 14:00;10.568,50;12.409,50;6.132,75;61.549,25;86,89
16.09.2024 14:00;16.09.2024 15:00;11.253,50;11.301,75;6.099,25;60.725,75;80,86
16.09.2024 15:00;16.09.2024 16:00;11.856,00;9.719,00;6.263,50;60.521,75;75,37
16.09.2024 16:00;16.09.2024 17:00;12.348,25;7.231,25;6.182,00;59.554,00;76,30
16.09.2024 17:00;16.09.2024 18:00;12.652,75;4.102,75;6.339,50;59.688,50;86,98
16.09.2024 18:00;16.09.2024 19:00;12.694,00;1.381,25;6.764,00;59.799,25;107,87
16.09.2024 19:00;16.09.2024 20:00;13.044,75;115,50;6.952,75;60.047,25;112,57
16.09.2024 20:00;16.09.2024 21:00;13.949,00;13,75;6.774,00;58.041,25;109,01
16.09.2024 21:00;16.09.2024 22:00;14.150,25;13,75;6.791,50;53.788,50;90,10
16.09.2024 22:00;16.09.2024 23:00;13.917,75;10,25;6.539,75;50.151,75;78,81
16.09.2024 23:00;17.09.2024 00:00;13.467,50;2,75;4.963,75;46.561,50;81,53
16.10.2024 00:00;16.10.2024 01:00;25.742,50;19,25;3.308,75;45.370,00;23,35
16.10.2024 01:00;16.10.2024 02:00;26.111,75;15,75;3.302,50;44.133,25;12,80
16.10.2024 02:00;16.10.2024 03:00;26.027,50;16,50;3.300,00;43.384,25;5,30
16.10.2024 03:00;16.10.2024 04:00;26.596,75;16,50;3.197,75;43.551,75;3,61
16.10.2024 04:00;16.10.2024 05:00;26.626,75;13,25;3.335,00;45.362,00;3,16
16.10.2024 05:00;16.10.2024 06:00;26.206,75;12,50;3.997,00;49.499,50;8,20
16.10.2024 06:00;16.10.2024 07:00;28.458,00;32,50;4.964,50;56.424,00;42,59
16.10.2024 07:00;16.10.2024 08:00;28.832,00;152,00;5.770,25;61.461,00;67,29
16.10.2024 08:00;16.10.2024 09:00;27.110,25;3.644,50;6.280,00;63.564,25;66,52
16.10.2024 09:00;16.10.2024 10:00;24.560,25;11.437,25;5.649,75;64.321,00;54,29
16.10.2024 10:00;16.10.2024 11:00;22.295,25;19.741,00;5.275,00;64.945,25;26,68
16.10.2024 11:00;16.10.2024 12:00;19.508,25;25.329,25;4.636,00;64.095,50;14,16
16.10.2024 12:00;16.10.2024 13:00;19.239,50;27.567,50;4.603,50;62.985,75;4,09
16.10.2024 13:00;16.10.2024 14:00;19.287,00;26.184,00;4.426,75;61.965,50;2,04
16.10.2024 14:00;16.10.2024 15:00;19.635,75;22.669,00;4.487,25;61.233,75;4,00
16.10.2024 15:00;16.10.2024 16:00;20.149,25;16.918,50;4.885,00;60.560,00;14,18
16.10.2024 16:00;16.10.2024 17:00;21.140,50;9.587,50;6.150,00;58.740,25;54,92
16.10.2024 17:00;16.10.2024 18:00;23.613,25;2.853,25;7.036,75;59.975,50;72,95
16.10.2024 18:00;16.10.2024 19:00;28.155,00;159,75;7.865,50;62.591,25;84,47
16.10.2024 19:00;16.10.2024 20:00;31.178,75;40,50;7.438,00;62.336,50;88,38
16.10.2024 20:00;16.10.2024 21:00;31.567,25;39,75;7.355,75;59.173,75;65,31
16.10.2024 21:00;16.10.2024 22:00;30.573,00;38,75;6.765,50;55.674,00;61,86
16.10.2024 22:00;16.10.2024 23:00;27.786,25;27,00;5.556,50;51.710,25;35,14
16.10.2024 23:00;17.10.2024 00:00;26.421,50;26,00;4.899,50;49.233,75;26,54
16.11.2024 00:00;16.11.2024 01:00;14.498,50;22,75;8.381,50;49.913,00;101,92
16.11.2024 01:00;16.11.2024 02:00;15.260,25;23,50;6.717,75;48.293,25;95,43
16.11.2024 02:00;16.11.2024 03:00;16.044,25;22,75;6.748,00;47.486,00;89,87
16.11.2024 03:00;16.11.2024 04:00;16.840,00;20,50;7.469,50;47.140,00;86,57
16.11.2024 04:00;16.11.2024 05:00;17.337,25;21,00;7.547,25;47.819,25;88,81
16.11.2024 05:00;16.11.2024 06:00;17.687,75;20,25;7.741,00;48.819,75;86,95
16.11.2024 06:00;16.11.2024 07:00;18.831,25;27,75;8.295,75;50.098,25;73,82
16.11.2024 07:00;16.11.2024 08:00;18.651,50;143,00;8.884,00;51.941,50;90,10
16.11.2024 08:00;16.11.2024 09:00;18.733,75;1.867,25;9.107,50;54.539,50;104,75
16.11.2024 09:00;16.11.2024 10:00;18.978,00;5.052,50;9.233,50;57.140,25;109,77
16.11.2024 10:00;16.11.2024 11:00;19.718,75;7.799,75;8.872,50;59.776,50;107,60
16.11.2024 11:00;16.11.2024 12:00;20.580,25;9.171,50;8.530,00;60.414,00;99,03
16.11.2024 12:00;16.11.2024 13:00;20.996,75;9.132,25;8.407,75;59.855,75;96,98
16.11.2024 13:00;16.11.2024 14:00;21.166,50;7.782,25;8.487,25;58.780,25;96,97
16.11.2024 14:00;16.11.2024 15:00;20.876,50;5.249,00;8.160,50;57.199,50;93,72
16.11.2024 15:00;16.11.2024 16:00;20.820,25;2.030,00;7.238,00;56.908,75;100,22
16.11.2024 16:00;16.11.2024 17:00;21.643,00;183,75;7.310,25;58.372,50;108,99
16.11.2024 17:00;16.11.2024 18:00;21.899,75;44,00;7.607,75;61.125,25;118,93
16.11.2024 18:00;16.11.2024 19:00;22.260,50;36,75;7.617,25;60.414,00;114,95
16.11.2024 19:00;16.11.2024 20:00;22.782,25;36,00;7.161,75;58.583,00;104,18
16.11.2024 20:00;16.11.2024 21:00;23.522,00;36,75;6.581,75;56.312,50;82,67
16.11.2024 21:00;16.11.2024 22:00;24.079,75;36,75;6.335,50;53.660,25;72,82
16.11.2024 22:00;16.11.2024 23:00;23.554,00;28,25;5.896,25;51.617,00;73,83
16.11.2024 23:00;17.11.2024 00:00;23.715,25;22,00;5.553,00;48.405,75;65,67
16.12.2024 00:00;16.12.2024 01:00;41.200,50;6,25;3.779,00;47.200,75;0,09
16.12.2024 01:00;16.12.2024 02:00;41.540,75;6,25;3.762,75;45.907,50;0,10
16.12.2024 02:00;16.12.2024 03:00;41.468,50;6,00;3.856,00;45.159,75;0,05
16.12.2024 03:00;16.12.2024 04:00;40.953,00;6,00;3.868,75;45.040,25;0,07
16.12.2024 04:00;16.12.2024 05:00;40.422,00;6,50;3.866,50;46.761,25;-0,01
16.12.2024 05:00;16.12.2024 06:00;41.570,75;6,25;4.242,25;50.447,75;1,75
16.12.2024 06:00;16.12.2024 07:00;43.858,25;6,50;5.233,50;58.044,25;7,73
16.12.2024 07:00;16.12.2024 08:00;43.459,00;8,25;6.598,50;64.040,25;59,30
16.12.2024 08:00;16.12.2024 09:00;42.192,50;173,00;7.457,50;67.584,25;71,79
16.12.2024 09:00;16.12.2024 10:00;41.229,25;1.237,50;8.034,00;67.576,75;75,91
16.12.2024 10:00;16.12.2024 11:00;41.273,25;3.161,50;8.076,75;68.017,25;75,46
16.12.2024 11:00;16.12.2024 12:00;40.926,00;4.948,75;7.989,75;67.937,50;80,13
16.12.2024 12:00;16.12.2024 13:00;40.863,50;5.808,50;7.720,25;67.948,25;85,22
16.12.2024 13:00;16.12.2024 14:00;40.555,00;5.278,75;7.998,50;67.665,75;81,70
16.12.2024 14:00;16.12.2024 15:00;40.296,00;3.413,25;8.041,50;66.636,00;81,70
16.12.2024 15:00;16.12.2024 16:00;40.116,50;1.102,25;8.361,25;66.491,75;81,70
16.12.2024 16:00;16.12.2024 17:00;40.364,50;45,75;8.378,25;67.002,25;74,00
16.12.2024 17:00;16.12.2024 18:00;40.511,00;11,00;9.037,25;68.316,00;81,56
16.12.2024 18:00;16.12.2024 19:00;40.645,00;9,00;8.737,75;67.487,00;72,01
16.12.2024 19:00;16.12.2024 20:00;40.574,75;7,25;8.060,25;66.023,25;70,94
16.12.2024 20:00;16.12.2024 21:00;40.273,50;7,25;7.056,25;62.385,50;61,50
16.12.2024 21:00;16.12.2024 22:00;39.902,75;9,25;5.973,75;59.149,50;44,41
16.12.2024 22:00;16.12.2024 23:00;36.889,25;12,50;5.541,00;56.096,75;44,40
16.12.2024 23:00;17.12.2024 00:00;35.852,75;10,25;5.371,25;52.950,25;16,59
17.01.2025 00:00;17.01.2025 01:00;5.048,00;5,25;13.881,75;55.016,75;118,87
17.01.2025 01:00;17.01.2025 02:00;4.619,75;5,50;12.984,25;53.662,75;118,39
17.01.2025 02:00;17.01.2025 03:00;4.222,00;5,75;12.822,25;52.520,00;115,71
17.01.2025 03:00;17.01.2025 04:00;3.875,75;5,75;12.650,50;52.736,25;114,72
17.01.2025 04:00;17.01.2025 05:00;3.438,50;6,00;12.667,50;53.834,25;115,48
17.01.2025 05:00;17.01.2025 06:00;2.926,00;6,00;14.131,75;56.218,50;122,16
17.01.2025 06:00;17.01.2025 07:00;2.637,25;6,75;16.115,75;62.776,25;140,80
17.01.2025 07:00;17.01.2025 08:00;2.421,00;13,00;17.174,50;68.718,00;175,01
17.01.2025 08:00;17.01.2025 09:00;2.273,75;299,75;17.535,50;71.649,00;208,13
17.01.2025 09:00;17.01.2025 10:00;2.062,25;1.916,00;17.480,00;72.301,00;175,34
17.01.2025 10:00;17.01.2025 11:00;1.932,75;4.271,25;16.990,25;72.762,25;158,00
17.01.2025 11:00;17.01.2025 12:00;2.019,25;6.225,50;16.973,75;72.752,50;140,73
17.01.2025 12:00;17.01.2025 13:00;1.932,50;7.304,25;16.678,50;72.316,25;126,44
17.01.2025 13:00;17.01.2025 14:00;1.743,00;6.809,25;16.815,50;70.636,25;124,03
17.01.2025 14:00;17.01.2025 15:00;1.743,00;4.805,50;16.767,75;69.338,75;132,99
17.01.2025 15:00;17.01.2025 16:00;1.815,75;2.036,75;17.173,25;68.483,00;151,98
17.01.2025 16:00;17.01.2025 17:00;2.308,50;215,25;17.854,00;69.044,75;170,21
17.01.2025 17:00;17.01.2025 18:00;2.321,00;12,75;18.231,25;71.124,00;178,79
17.01.2025 18:00;17.01.2025 19:00;2.201,50;11,50;18.424,75;70.350,00;179,92
17.01.2025 19:00;17.01.2025 20:00;1.938,75;7,75;18.160,00;68.110,25;174,22
17.01.2025 20:00;17.01.2025 21:00;1.815,50;8,50;17.888,75;64.494,00;157,91
17.01.2025 21:00;17.01.2025 22:00;2.029,50;8,00;16.499,25;61.249,25;145,00
17.01.2025 22:00;17.01.2025 23:00;2.326,25;7,00;15.482,75;58.302,25;139,97
17.01.2025 23:00;18.01.2025 00:00;2.525,25;6,50;15.230,25;55.755,75;126,84
17.02.2025 00:00;17.02.2025 01:00;7.119,25;6,75;10.813,00;50.249,75;128,05
17.02.2025 01:00;17.02.2025 02:00;6.808,50;7,00;10.629,00;49.174,00;121,06
17.02.2025 02:00;17.02.2025 03:00;6.182,50;7,00;10.961,75;48.546,50;120,34
17.02.2025 03:00;17.02.2025 04:00;5.861,00;7,00;11.476,00;48.551,00;125,52
17.02.2025 04:00;17.02.2025 05:00;5.645,25;7,75;12.360,25;49.887,00;128,94
17.02.2025 05:00;17.02.2025 06:00;5.589,75;7,00;14.722,00;53.633,75;131,54
17.02.2025 06:00;17.02.2025 07:00;5.705,50;13,75;16.838,25;62.262,75;153,16
17.02.2025 07:00;17.02.2025 08:00;5.466,50;453,00;17.616,25;68.339,00;204,74
17.02.2025 08:00;17.02.2025 09:00;4.693,75;5.284,50;17.841,25;70.385,75;209,79
17.02.2025 09:00;17.02.2025 10:00;2.846,00;14.518,25;16.194,75;70.533,00;171,30
17.02.2025 10:00;17.02.2025 11:00;1.617,00;23.978,50;14.690,50;69.929,25;139,67
17.02.2025 11:00;17.02.2025 12:00;1.358,75;29.928,50;12.054,25;69.143,00;117,19
17.02.2025 12:00;17.02.2025 13:00;1.175,50;31.480,75;11.348,00;67.716,25;109,47
17.02.2025 13:00;17.02.2025 14:00;1.095,00;29.796,00;11.255,50;66.466,25;106,78
17.02.2025 14:00;17.02.2025 15:00;1.223,00;25.258,00;11.373,00;65.488,50;111,89
17.02.2025 15:00;17.02.2025 16:00;1.561,25;17.447,00;12.828,25;64.712,00;132,27
17.02.2025 16:00;17.02.2025 17:00;1.935,50;7.238,50;17.065,50;65.021,00;158,96
17.02.2025 17:00;17.02.2025 18:00;2.858,00;652,25;18.439,00;67.452,50;222,92
17.02.2025 18:00;17.02.2025 19:00;4.262,25;37,75;18.783,25;69.859,25;271,00
17.02.2025 19:00;17.02.2025 20:00;5.086,75;31,50;18.289,50;69.026,50;215,36
17.02.2025 20:00;17.02.2025 21:00;5.242,50;22,00;17.163,50;65.983,00;177,86
17.02.2025 21:00;17.02.2025 22:00;5.154,50;19,75;16.623,75;62.979,50;155,19
17.02.2025 22:00;17.02.2025 23:00;4.840,00;8,25;16.240,00;60.452,50;139,39
17.02.2025 23:00;18.02.2025 00:00;4.629,50;8,25;15.020,50;57.748,25;129,57
17.03.2025 00:00;17.03.2025 01:00;15.754,50;6,25;6.831,25;47.641,75;78,10
17.03.2025 01:00;17.03.2025 02:00;15.995,50;6,00;6.405,25;46.571,50;79,01
17.03.2025 02:00;17.03.2025 03:00;16.151,25;6,50;6.753,75;47.057,75;78,79
17.03.2025 03:00;17.03.2025 04:00;16.702,50;6,50;6.215,00;47.306,75;80,91
17.03.2025 04:00;17.03.2025 05:00;16.503,50;6,00;6.244,00;48.415,25;85,85
17.03.2025 05:00;17.03.2025 06:00;16.535,50;6,25;6.818,50;52.496,00;103,30
17.03.2025 06:00;17.03.2025 07:00;16.361,25;398,75;7.241,00;59.886,00;135,18
17.03.2025 07:00;17.03.2025 08:00;14.347,75;5.485,50;7.884,25;63.831,00;152,87
17.03.2025 08:00;17.03.2025 09:00;11.706,00;14.792,25;8.214,50;65.975,50;135,24
17.03.2025 09:00;17.03.2025 10:00;12.255,75;24.453,50;7.759,75;65.847,25;100,73
17.03.2025 10:00;17.03.2025 11:00;11.733,25;32.110,75;5.389,25;65.051,00;68,21
17.03.2025 11:00;17.03.2025 12:00;11.567,25;35.275,50;3.833,50;64.489,25;50,56
17.03.2025 12:00;17.03.2025 13:00;10.026,25;36.876,25;3.585,50;63.419,75;31,17
17.03.2025 13:00;17.03.2025 14:00;9.683,00;36.183,75;3.572,25;62.426,75;27,95
17.03.2025 14:00;17.03.2025 15:00;8.800,75;33.125,50;3.694,25;60.466,75;50,14
17.03.2025 15:00;17.03.2025 16:00;8.514,00;27.029,00;4.502,75;59.273,00;70,01
17.03.2025 16:00;17.03.2025 17:00;8.289,00;16.717,00;6.802,50;59.466,25;98,55
17.03.2025 17:00;17.03.2025 18:00;8.256,25;5.426,25;9.687,25;61.806,50;143,05
17.03.2025 18:00;17.03.2025 19:00;8.921,00;300,50;10.869,50;65.122,25;177,33
17.03.2025 19:00;17.03.2025 20:00;11.139,00;40,25;10.932,25;65.673,00;170,00
17.03.2025 20:00;17.03.2025 21:00;12.259,75;28,25;10.946,25;62.078,75;141,50
17.03.2025 21:00;17.03.2025 22:00;12.332,25;13,25;9.532,75;58.516,00;118,85
17.03.2025 22:00;17.03.2025 23:00;11.468,75;8,50;7.337,25;55.984,00;107,86
17.03.2025 23:00;18.03.2025 00:00;10.940,75;6,25;6.728,00;52.770,75;93,50
17.04.2025 00:00;17.04.2025 01:00;17.314,25;5,00;5.359,25;46.580,75;88,99
17.04.2025 01:00;17.04.2025 02:00;16.963,25;6,00;5.064,75;45.162,00;83,99
17.04.2025 02:00;17.04.2025 03:00;17.213,50;5,00;4.942,00;44.331,25;81,67
17.04.2025 03:00;17.04.2025 04:00;16.972,00;5,00;4.525,75;44.323,75;80,07
17.04.2025 04:00;17.04.2025 05:00;15.939,25;4,25;5.091,25;45.375,75;81,28
17.04.2025 05:00;17.04.2025 06:00;14.780,75;7,00;5.952,25;48.795,25;87,43
17.04.2025 06:00;17.04.2025 07:00;13.846,25;319,50;6.735,50;54.629,00;108,02
17.04.2025 07:00;17.04.2025 08:00;12.319,00;2.553,75;7.545,75;59.025,50;122,80
17.04.2025 08:00;17.04.2025 09:00;10.894,50;6.863,00;7.770,75;61.943,75;130,00
17.04.2025 09:00;17.04.2025 10:00;9.915,50;11.259,75;7.958,00;63.186,75;121,00
17.04.2025 10:00;17.04.2025 11:00;9.658,50;15.839,25;7.070,50;64.266,50;110,00
17.04.2025 11:00;17.04.2025 12:00;10.199,25;19.640,25;6.342,00;64.819,75;95,03
17.04.2025 12:00;17.04.2025 13:00;10.769,75;22.077,50;5.802,50;63.575,25;80,84
17.04.2025 13:00;17.04.2025 14:00;11.320,25;21.967,75;5.011,25;62.326,25;81,04
17.04.2025 14:00;17.04.2025 15:00;11.952,75;19.953,50;4.751,25;60.847,75;77,75
17.04.2025 15:00;17.04.2025 16:00;13.942,00;17.082,25;4.001,00;60.279,75;77,65
17.04.2025 16:00;17.04.2025 17:00;15.798,50;13.251,75;4.111,00;59.554,25;83,87
17.04.2025 17:00;17.04.2025 18:00;16.264,75;7.949,75;4.991,50;58.771,25;97,63
17.04.2025 18:00;17.04.2025 19:00;16.276,50;3.320,00;6.638,25;58.401,00;112,65
17.04.2025 19:00;17.04.2025 20:00;16.868,50;795,25;7.117,75;57.312,50;129,00
17.04.2025 20:00;17.04.2025 21:00;16.928,25;32,25;7.264,00;55.808,50;122,79
17.04.2025 21:00;17.04.2025 22:00;16.639,25;16,25;7.279,00;52.798,50;114,76
17.04.2025 22:00;17.04.2025 23:00;15.791,25;5,50;6.588,25;49.689,00;98,90
17.04.2025 23:00;18.04.2025 00:00;13.148,75;6,75;6.316,50;46.550,50;96,52
17.05.2025 00:00;17.05.2025 01:00;9.372,00;0,00;5.670,25;42.386,75;93,00
17.05.2025 01:00;17.05.2025 02:00;9.977,00;0,00;4.907,25;40.496,00;93,48
17.05.2025 02:00;17.05.2025 03:00;10.248,50;0,00;4.233,00;39.203,00;88,93
17.05.2025 03:00;17.05.2025 04:00;11.023,25;0,00;4.225,75;38.791,75;88,90
17.05.2025 04:00;17.05.2025 05:00;11.559,50;0,75;4.207,50;39.230,25;89,89
17.05.2025 05:00;17.05.2025 06:00;12.275,50;232,50;4.153,75;39.596,75;93,46
17.05.2025 06:00;17.05.2025 07:00;12.438,00;2.866,25;3.383,50;40.934,25;91,56
17.05.2025 07:00;17.05.2025 08:00;9.988,00;9.096,50;2.963,75;43.219,25;89,85
17.05.2025 08:00;17.05.2025 09:00;7.953,25;18.234,25;2.264,50;46.041,25;59,11
17.05.2025 09:00;17.05.2025 10:00;8.834,00;27.630,00;1.940,25;47.427,75;0,86
17.05.2025 10:00;17.05.2025 11:00;10.621,00;32.033,50;1.869,50;47.646,25;-0,06
17.05.2025 11:00;17.05.2025 12:00;12.601,00;32.657,25;1.853,50;48.853,75;-4,49
17.05.2025 12:00;17.05.2025 13:00;14.352,00;31.139,00;1.853,00;48.193,50;-4,96
17.05.2025 13:00;17.05.2025 14:00;14.485,75;29.015,25;1.849,50;47.012,75;-10,02
17.05.2025 14:00;17.05.2025 15:00;14.912,00;26.086,75;1.828,00;46.349,25;-11,27
17.05.2025 15:00;17.05.2025 16:00;15.078,00;23.333,25;1.812,25;45.995,75;-5,80
17.05.2025 16:00;17.05.2025 17:00;15.163,50;20.188,75;1.848,25;45.398,25;-0,80
17.05.2025 17:00;17.05.2025 18:00;15.017,00;15.595,25;1.922,00;46.017,75;5,01
17.05.2025 18:00;17.05.2025 19:00;13.848,00;9.728,75;3.056,25;46.689,50;78,77
17.05.2025 19:00;17.05.2025 20:00;11.942,75;4.371,25;4.844,75;47.454,75;99,64
17.05.2025 20:00;17.05.2025 21:00;10.029,25;971,25;5.827,25;46.058,25;121,38
17.05.2025 21:00;17.05.2025 22:00;9.131,25;14,75;5.874,25;43.825,75;130,21
17.05.2025 22:00;17.05.2025 23:00;8.558,00;1,00;5.892,50;42.108,50;129,90
17.05.2025 23:00;18.05.2025 00:00;8.611,75;1,00;5.770,50;40.090,00;111,60
17.06.2025 00:00;17.06.2025 01:00;5.697,75;0,00;4.580,25;45.152,50;103,98
17.06.2025 01:00;17.06.2025 02:00;5.016,75;0,00;3.772,50;43.478,25;98,26
17.06.2025 02:00;17.06.2025 03:00;4.213,00;0,00;3.622,50;41.982,25;94,95
17.06.2025 03:00;17.06.2025 04:00;3.589,75;0,00;3.615,25;41.845,25;94,19
